,ID,Address,District,geoData
66767,PVN_hd_SVAO_3389_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Менжинского, дом 5",Бабушкинский район,"{'coordinates': [37.678266800438, 55.865826054725304], 'type': 'Point'}"
81878,PVN_hd_TSAO_2860_51,"город Москва, Большая Пионерская улица, дом 28",район Замоскворечье,"{'coordinates': [37.6337799558268, 55.7265210155718], 'type': 'Point'}"
65079,PVN_hd_UVAO_5274_2,"город Москва, 1-я Дубровская улица, дом 18",Южнопортовый район,"{'coordinates': [37.672854230682, 55.7222027575992], 'type': 'Point'}"
53238,PVN_hd_UAO_1704_4,"город Москва, Каширское шоссе, дом 28, корпус 3",район Москворечье-Сабурово,"{'coordinates': [37.6477504540072, 55.6523392753625], 'type': 'Point'}"
99972,PVN_hd_VAO_138208_2,"город Москва, Вольная улица, дом 28/4, корпус 2",район Соколиная Гора,"{'coordinates': [37.7378258313391, 55.7755745686178], 'type': 'Point'}"
59886,PVN_hd_TSAO_4599_1,"город Москва, Конюшковская улица, дом 32",Пресненский район,"{'coordinates': [37.5789009926855, 55.7600335317013], 'type': 'Point'}"
91270,PVN_hd_SAO_4029_2,"город Москва, улица Вучетича, дом 7",Тимирязевский район,"{'coordinates': [37.5591293814754, 55.8081555333523], 'type': 'Point'}"
19222,PVN_hd_UZAO_8251_3,"город Москва, Профсоюзная улица, дом 42, корпус 1",район Черёмушки,"{'coordinates': [37.5581441850369, 55.6745559967057], 'type': 'Point'}"
61869,PVN_hd_VAO_2_6646_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Зверинецкая улица, дом 34",район Соколиная Гора,"{'coordinates': [37.7352744455629, 55.7843848072345], 'type': 'Point'}"
96772,PVN_hd_UAO_8_537_4,"город Москва, 3-й Донской проезд, дом 1",Донской район,"{'coordinates': [37.5996073477744, 55.7106589902653], 'type': 'Point'}"
66747,PVN_hd_UAO_2905_1,"город Москва, Борисовский проезд, дом 11, корпус 1",район Орехово-Борисово Северное,"{'coordinates': [37.7213448305691, 55.6266739089732], 'type': 'Point'}"
16122,PVN_hd_UVAO_494_7,"город Москва, 1-я улица Машиностроения, дом 4, корпус 2",Южнопортовый район,"{'coordinates': [37.6700862888733, 55.7122253754005], 'type': 'Point'}"
12720,PVN_hd_UZAO_8565_1,"город Москва, Изюмская улица, дом 50",район Южное Бутово,"{'coordinates': [37.5591317311845, 55.5438378998033], 'type': 'Point'}"
45541,PVN_hd_TSAO_4528_4,"город Москва, улица Анатолия Живова, дом 8",Пресненский район,"{'coordinates': [37.5525115197949, 55.7602555943939], 'type': 'Point'}"
73370,PVN_hd_UZAO_6830_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кржижановского, дом 3",Академический район,"{'coordinates': [37.5618939028466, 55.6831995475835], 'type': 'Point'}"
78471,PVN_hd_UAO_1852_1,"город Москва, Нагатинская улица, дом 15, корпус 1",район Нагатино-Садовники,"{'coordinates': [37.641953203828, 55.6797618134934], 'type': 'Point'}"
67310,PVN_hd_TSAO_3661_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Чистопрудный бульвар, дом 12, корпус 2",Басманный район,"{'coordinates': [37.6435097667293, 55.7608813019105], 'type': 'Point'}"
98496,PVN_hd_TSAO_10829_51,"город Москва, Мясницкая улица, дом 30/1/2, строение 2",Басманный район,"{'coordinates': [37.6389134276979, 55.7651407358694], 'type': 'Point'}"
30111,PVN_hd_SAO_2_7862_1,"город Москва, Ленинградское шоссе, дом 130, корпус 1",район Левобережный,"{'coordinates': [37.4627003885126, 55.8698880006151], 'type': 'Point'}"
30533,PVN_hd_UVAO_2_9939_1,"город Москва, улица Верхняя Хохловка, дом 41",Нижегородский район,"{'coordinates': [37.7231943879847, 55.7329308746303], 'type': 'Point'}"
1023,PVN_hd_UVAO_4691_2,"город Москва, Сормовская улица, дом 17, корпус 6",район Выхино-Жулебино,"{'coordinates': [37.8112696118647, 55.706387161686], 'type': 'Point'}"
31436,PVN_hd_VAO_2_6430_1,"город Москва, 13-я Парковая улица, дом 35, корпус 5",район Северное Измайлово,"{'coordinates': [37.8088632065398, 55.8077486398921], 'type': 'Point'}"
102894,PVN_hd_UVAO_5194_2,"город Москва, Люблинская улица, дом 5, корпус 3",район Текстильщики,"{'coordinates': [37.7306422755586, 55.715587407582], 'type': 'Point'}"
9372,PVN_hd_UZAO_8458_7,"город Москва, 1-я Мелитопольская улица, дом 8",район Южное Бутово,"{'coordinates': [37.5804687557423, 55.5420173855131], 'type': 'Point'}"
76951,PVN_hd_UZAO_1127_3,"город Москва, улица Тёплый Стан, дом 7, корпус 2",район Тёплый Стан,"{'coordinates': [37.4958025576301, 55.6218687914721], 'type': 'Point'}"
1034,PVN_hd_UVAO_4823_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 26",район Марьино,"{'coordinates': [37.7635926152727, 55.6541297760365], 'type': 'Point'}"
19139,PVN_hd_SVAO_4869_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, Ярославское шоссе, дом 28",Ярославский район,"{'coordinates': [37.6939605776466, 55.8606907487136], 'type': 'Point'}"
4657,PVN_hd_UZAO_7078_1,"город Москва, Болотниковская улица, дом 44, корпус 4",район Зюзино,"{'coordinates': [37.5869625576586, 55.6645241715512], 'type': 'Point'}"
102580,PVN_hd_SAO_4057_1,"город Москва, Дмитровское шоссе, дом 36, корпус 1",Тимирязевский район,"{'coordinates': [37.5724322374665, 55.8404227999336], 'type': 'Point'}"
47520,PVN_hd_UAO_7123_5,"город Москва, улица Шухова, дом 10",Даниловский район,"{'coordinates': [37.6163458583193, 55.7173637159328], 'type': 'Point'}"
25644,PVN_hd_SAO_2_7144_5,"город Москва, Дубнинская улица, дом 39",Бескудниковский район,"{'coordinates': [37.5620207196913, 55.8674858775776], 'type': 'Point'}"
65331,PVN_hd_SAO_2740_3,"город Москва, улица 800-летия Москвы, дом 26, корпус 1",район Восточное Дегунино,"{'coordinates': [37.561121734024, 55.8794594811558], 'type': 'Point'}"
11063,PVN_hd_SVAO_3353_1,"город Москва, улица Лётчика Бабушкина, дом 33, корпус 4",Бабушкинский район,"{'coordinates': [37.672973541099, 55.8721480553032], 'type': 'Point'}"
81924,PVN_hd_TSAO_3296_4,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 38-40/15, строение 9",Басманный район,"{'coordinates': [37.6564756295526, 55.7550277437595], 'type': 'Point'}"
52369,PVN_hd_ZAO_9655_4,"город Москва, улица Артамонова, дом 18, корпус 2",район Фили-Давыдково,"{'coordinates': [37.452770530435, 55.7196567844395], 'type': 'Point'}"
82095,PVN_hd_UAO_2083_1,"город Москва, проспект Андропова, дом 31, корпус 5",район Нагатинский Затон,"{'coordinates': [37.6693883905413, 55.6750920364219], 'type': 'Point'}"
48337,PVN_hd_TSAO_11880_4,"город Москва, Троицкая улица, дом 9, корпус 1",Мещанский район,"{'coordinates': [37.623037189236, 55.7748631511727], 'type': 'Point'}"
46397,PVN_hd_ZAO_10109_2,"город Москва, улица Коштоянца, дом 35",район Проспект Вернадского,"{'coordinates': [37.4891693069723, 55.6760585733241], 'type': 'Point'}"
64293,PVN_hd_TSAO_3535_3,"город Москва, Большая Почтовая улица, дом 18/20, корпус 15",Басманный район,"{'coordinates': [37.6931955266363, 55.7742672981782], 'type': 'Point'}"
31551,PVN_hd_SAO_2_7448_2,"город Москва, Дмитровское шоссе, дом 141, корпус 1",Дмитровский район,"{'coordinates': [37.54137384882, 55.8932745256385], 'type': 'Point'}"
41557,PVN_hd_UAO_2417_6,"город Москва, Чертановская улица, дом 4",район Чертаново Северное,"{'coordinates': [37.6006603918188, 55.6321110012376], 'type': 'Point'}"
61805,PVN_hd_ZAO_1020_2,"город Москва, 3-й Сетуньский проезд, дом 3",район Раменки,"{'coordinates': [37.5350974697685, 55.7317580440786], 'type': 'Point'}"
726,PVN_hd_UVAO_5029_2,"город Москва, улица Гурьянова, дом 79",район Печатники,"{'coordinates': [37.7194607711539, 55.6764998383618], 'type': 'Point'}"
96355,PVN_hd_UZAO_8664_51,"город Москва, улица Адмирала Лазарева, дом 11",район Южное Бутово,"{'coordinates': [37.5395532817779, 55.545361530529], 'type': 'Point'}"
48111,PVN_hd_ZAO_9798_5,"город Москва, Кастанаевская улица, дом 60",район Фили-Давыдково,"{'coordinates': [37.4618552287056, 55.7328340912143], 'type': 'Point'}"
98621,PVN_hd_SAO_3420_2,"город Москва, Дмитровское шоссе, дом 155, корпус 2",Дмитровский район,"{'coordinates': [37.5412419092512, 55.8970801607114], 'type': 'Point'}"
86747,PVN_hd_VAO_1913_4,"город Москва, Сиреневый бульвар, дом 3, корпус 6",район Северное Измайлово,"{'coordinates': [37.7709232954525, 55.8039174187694], 'type': 'Point'}"
87736,PVN_hd_VAO_571_1,"город Москва, 9-я Парковая улица, дом 2",район Восточное Измайлово,"{'coordinates': [37.8008013040431, 55.7891109652232], 'type': 'Point'}"
94512,PVN_hd_SAO_4036_5,"город Москва, Дмитровский проезд, дом 16",Тимирязевский район,"{'coordinates': [37.5666198242956, 55.8080492718921], 'type': 'Point'}"
102780,PVN_hd_UVAO_5144_1,"город Москва, 12-я Новокузьминская улица, дом 4, корпус 2",Рязанский район,"{'coordinates': [37.7813148586356, 55.7162163446265], 'type': 'Point'}"
97894,PVN_hd_SVAO_1272_19,"город Москва, проспект Мира, дом 124, корпус 9",Алексеевский район,"{'coordinates': [37.6392454308098, 55.813990464638], 'type': 'Point'}"
96214,PVN_hd_UVAO_6137_2,"город Москва, улица Недорубова, дом 26",район Некрасовка,"{'coordinates': [37.9370063219479, 55.7070310960878], 'type': 'Point'}"
63972,PVN_hd_UAO_1494_3,"город Москва, Малая Калужская улица, дом 27",Донской район,"{'coordinates': [37.5953067082336, 55.7156388860691], 'type': 'Point'}"
81016,PVN_hd_UAO_1494_2,"город Москва, Малая Калужская улица, дом 27",Донской район,"{'coordinates': [37.5953067082336, 55.7156388860691], 'type': 'Point'}"
100509,PVN_hd_SAO_4226_7,"город Москва, Тимирязевская улица, дом 10/12",Тимирязевский район,"{'coordinates': [37.5691736734173, 55.8118518577774], 'type': 'Point'}"
90415,PVN_hd_VAO_6_1,"город Москва, 3-й проезд Подбельского, дом 18А",район Богородское,"{'coordinates': [37.721155607791204, 55.8167000266958], 'type': 'Point'}"
13891,PVN_hd_SVAO_4591_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 165Д, корпус 5",район Северный,"{'coordinates': [37.5410650578221, 55.9230930036721], 'type': 'Point'}"
44978,PVN_hd_TSAO_6114_1,"город Москва, улица Хамовнический Вал, дом 10",район Хамовники,"{'coordinates': [37.5739834605933, 55.717263852231], 'type': 'Point'}"
70609,PVN_hd_UAO_1597_4,"город Москва, Ореховый бульвар, дом 35, корпус 1",район Зябликово,"{'coordinates': [37.7354191022585, 55.6149580261944], 'type': 'Point'}"
87975,PVN_hd_ZAO_11029_2,"город Москва, Боровское шоссе, дом 20",район Ново-Переделкино,"{'coordinates': [37.3698863193247, 55.6491108560173], 'type': 'Point'}"
95359,PVN_hd_ZAO_9133_7,"город Москва, Истринская улица, дом 8, корпус 3",район Кунцево,"{'coordinates': [37.4326175086049, 55.7356740788547], 'type': 'Point'}"
58631,PVN_hd_UAO_2089_2,"город Москва, Якорная улица, дом 7",район Нагатинский Затон,"{'coordinates': [37.6857912607993, 55.6857522823323], 'type': 'Point'}"
91236,PVN_hd_SAO_3809_5,"город Москва, Михалковская улица, дом 15",район Коптево,"{'coordinates': [37.5261758415238, 55.8395769390165], 'type': 'Point'}"
38260,PVN_hd_UAO_1200_2,"город Москва, Востряковский проезд, дом 1, корпус 1",район Бирюлёво Западное,"{'coordinates': [37.6402299167148, 55.5868306122179], 'type': 'Point'}"
71239,PVN_hd_SVAO_4194_1,"город Москва, улица Сущёвский Вал, дом 55",район Марьина Роща,"{'coordinates': [37.6144043770175, 55.793728063188], 'type': 'Point'}"
75352,PVN_hd_TSAO_5312_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Климашкина, дом 21",Пресненский район,"{'coordinates': [37.5659321105037, 55.7677293574545], 'type': 'Point'}"
34090,PVN_hd_UZAO_1069_3,"город Москва, Ратная улица, дом 14",район Северное Бутово,"{'coordinates': [37.571528559244, 55.5759521441454], 'type': 'Point'}"
65845,PVN_hd_SAO_2610_4,"город Москва, улица Константина Симонова, дом 5, корпус 2",район Аэропорт,"{'coordinates': [37.5410936160511, 55.7995749903037], 'type': 'Point'}"
37849,PVN_hd_TSAO_4350_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трифоновская улица, дом 56",Мещанский район,"{'coordinates': [37.6313584501007, 55.7893146587423], 'type': 'Point'}"
3560,PVN_hd_SVAO_4649_5,"город Москва, проезд Дежнёва, дом 27, корпус 1",район Южное Медведково,"{'coordinates': [37.6340735105152, 55.8701739777982], 'type': 'Point'}"
29508,PVN_hd_VAO_2_6254_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, шоссе Энтузиастов, дом 50",район Перово,"{'coordinates': [37.7586797123135, 55.7591693958901], 'type': 'Point'}"
9187,PVN_hd_UZAO_8990_16,"город Москва, улица Инессы Арманд, дом 4, корпус 1",район Ясенево,"{'coordinates': [37.5436745925218, 55.5915550220781], 'type': 'Point'}"
98041,PVN_hd_UZAO_7_21_7,"город Москва, улица Академика Волгина, дом 23, корпус 1",район Коньково,"{'coordinates': [37.5111612970702, 55.6459671240848], 'type': 'Point'}"
79843,PVN_hd_SVAO_3959_7,"город Москва, Тайнинская улица, дом 16, корпус 2",Лосиноостровский район,"{'coordinates': [37.6864109819167, 55.8806150802421], 'type': 'Point'}"
73113,PVN_hd_ZAO_8892_1,"город Москва, улица Раменки, дом 11, корпус 2",район Раменки,"{'coordinates': [37.4969003582519, 55.691020661393], 'type': 'Point'}"
64113,PVN_hd_ZELAO_1428_4,"город Москва, город Зеленоград, корпус 139",район Матушкино,"{'coordinates': [37.2117671125867, 56.0044572696318], 'type': 'Point'}"
61933,PVN_hd_SVAO_4020_2,"город Москва, Челюскинская улица, дом 16",Лосиноостровский район,"{'coordinates': [37.7098326392542, 55.8843814549219], 'type': 'Point'}"
25423,PVN_hd_VAO_2_6223_3,"город Москва, улица Плющева, дом 12, корпус 1",район Перово,"{'coordinates': [37.7606228716898, 55.7437754844184], 'type': 'Point'}"
17285,PVN_hd_SAO_2_8463_4,"город Москва, Хорошёвское шоссе, дом 7, строение 2",Хорошёвский район,"{'coordinates': [37.5369478488525, 55.7745636535522], 'type': 'Point'}"
4157,PVN_hd_SZAO_4923_3,"город Москва, Новокуркинское шоссе, дом 35",район Куркино,"{'coordinates': [37.3930652212196, 55.9010835625645], 'type': 'Point'}"
60150,PVN_hd_VAO_2088_2,"город Москва, Кусковская улица, дом 5",район Перово,"{'coordinates': [37.767556521927, 55.7385713200045], 'type': 'Point'}"
28287,PVN_hd_UVAO_2_10302_1,"город Москва, Грайвороновская улица, дом 14, корпус 1",район Текстильщики,"{'coordinates': [37.7327636060983, 55.7192191812663], 'type': 'Point'}"
17079,PVN_hd_UVAO_2_9827_4,"город Москва, Нижегородская улица, дом 62",Нижегородский район,"{'coordinates': [37.7071103438598, 55.7336054143314], 'type': 'Point'}"
74445,PVN_hd_UAO_7476_3,"город Москва, 2-й Верхний Михайловский проезд, дом 5",Донской район,"{'coordinates': [37.6044878375004, 55.709030876761], 'type': 'Point'}"
69311,PVN_hd_TSAO_3150_3,"город Москва, Старая Басманная улица, дом 14/2",Басманный район,"{'coordinates': [37.6611010962789, 55.7646515819783], 'type': 'Point'}"
68437,PVN_hd_TSAO_11207_1,"город Москва, Большой Палашёвский переулок, дом 14А",Пресненский район,"{'coordinates': [37.600111927328, 55.7645751552264], 'type': 'Point'}"
24601,PVN_hd_UVAO_2_8621_2,"город Москва, Чистопольская улица, дом 5, корпус 2",Нижегородский район,"{'coordinates': [37.7554442979499, 55.7302860058832], 'type': 'Point'}"
3441,PVN_hd_UZAO_8121_4,"город Москва, улица Генерала Тюленева, дом 35",район Тёплый Стан,"{'coordinates': [37.4934133868385, 55.6156770363592], 'type': 'Point'}"
33474,PVN_hd_SVAO_1765_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Алтуфьевское шоссе, дом 40Г",район Отрадное,"{'coordinates': [37.5904298723832, 55.8713374609067], 'type': 'Point'}"
28001,PVN_hd_UVAO_2_9336_1,"город Москва, Ставропольский проезд, дом 11",район Люблино,"{'coordinates': [37.7992296959071, 55.6777436146339], 'type': 'Point'}"
82838,PVN_hd_SVAO_2211_2,"город Москва, улица Седова, дом 17, корпус 1",район Свиблово,"{'coordinates': [37.6359134898789, 55.8522042595962], 'type': 'Point'}"
28277,PVN_hd_UVAO_8504_4,"город Москва, улица Вострухина, дом 6, корпус 5",район Выхино-Жулебино,"{'coordinates': [37.8015699029458, 55.7186813678478], 'type': 'Point'}"
46067,PVN_hd_TSAO_5358_2,"город Москва, улица Бутырский Вал, дом 28",Тверской район,"{'coordinates': [37.5869386318819, 55.7827385634311], 'type': 'Point'}"
92697,PVN_hd_SAO_3063_4,"город Москва, Петрозаводская улица, дом 32, корпус 2",район Ховрино,"{'coordinates': [37.49003909748, 55.8684678068006], 'type': 'Point'}"
43885,PVN_hd_TSAO_4088_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Садовая-Спасская улица, дом 12/23, строение 2",Красносельский район,"{'coordinates': [37.6418452423691, 55.7704949182786], 'type': 'Point'}"
37880,PVN_hd_UAO_1432_6,"город Москва, Лебедянская улица, дом 22, корпус 1",район Бирюлёво Восточное,"{'coordinates': [37.6850515036276, 55.5849432969636], 'type': 'Point'}"
5179,PVN_hd_UVAO_4821_1,"город Москва, Батайский проезд, дом 9",район Марьино,"{'coordinates': [37.7125789104482, 55.64402155907], 'type': 'Point'}"
23091,PVN_hd_SAO_2_7847_2,"город Москва, Валдайский проезд, дом 9А, корпус 1",район Левобережный,"{'coordinates': [37.4650808306471, 55.8688484615277], 'type': 'Point'}"
9562,PVN_hd_UZAO_6884_16,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Молодёжная улица, дом 3",Гагаринский район,"{'coordinates': [37.5474643777898, 55.6925082047221], 'type': 'Point'}"
66143,PVN_hd_UAO_1678_4,"город Москва, Кантемировская улица, дом 18, корпус 5",район Москворечье-Сабурово,"{'coordinates': [37.6643896445838, 55.6413938402526], 'type': 'Point'}"
40744,PVN_hd_SVAO_1499_6,"город Москва, Новгородская улица, дом 27",район Лианозово,"{'coordinates': [37.5785358564294, 55.9029146809655], 'type': 'Point'}"
88167,PVN_hd_VAO_2427_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 15",район Сокольники,"{'coordinates': [37.6955993428048, 55.7943967477263], 'type': 'Point'}"
28176,PVN_hd_VAO_2_5147_4,"город Москва, 13-я Парковая улица, дом 19",район Восточное Измайлово,"{'coordinates': [37.8117585102527, 55.8010748397107], 'type': 'Point'}"
35137,PVN_hd_SVAO_2172_6,"город Москва, проезд Нансена, дом 3",район Свиблово,"{'coordinates': [37.6521257933283, 55.8494845670827], 'type': 'Point'}"
58508,PVN_hd_UAO_2754_3,"город Москва, Ясеневая улица, дом 41, корпус 1",район Орехово-Борисово Южное,"{'coordinates': [37.7435879496173, 55.6080022277745], 'type': 'Point'}"
26331,PVN_hd_UVAO_2_9003_1,"город Москва, Зеленодольская улица, дом 45, корпус 1",район Кузьминки,"{'coordinates': [37.7659700772372, 55.7019528704069], 'type': 'Point'}"
70483,PVN_hd_TSAO_4893_2,"город Москва, улица Юлиуса Фучика, дом 6",Пресненский район,"{'coordinates': [37.5878433657643, 55.7694376440699], 'type': 'Point'}"
25863,PVN_hd_SAO_2_8277_2,"город Москва, улица Ляпидевского, дом 16",район Ховрино,"{'coordinates': [37.4954007050316, 55.8581934318328], 'type': 'Point'}"
46059,PVN_hd_TSAO_6008_1,"город Москва, Большой Саввинский переулок, дом 19",район Хамовники,"{'coordinates': [37.5654594825495, 55.7326478692588], 'type': 'Point'}"
22434,PVN_hd_VAO_2_5667_1,"город Москва, Зелёный проспект, дом 87, корпус 2",район Новогиреево,"{'coordinates': [37.82409028989, 55.7519203103907], 'type': 'Point'}"
41350,PVN_hd_UZAO_1212_5,"город Москва, улица Рокотова, дом 7, корпус 2",район Ясенево,"{'coordinates': [37.5497027323349, 55.609492038457], 'type': 'Point'}"
17199,PVN_hd_VAO_2_5142_2,"город Москва, 13-я Парковая улица, дом 16, корпус 3",район Восточное Измайлово,"{'coordinates': [37.814200955791, 55.79949760322], 'type': 'Point'}"
61283,PVN_hd_ZAO_8841_3,"город Москва, Рублёвское шоссе, дом 18, корпус 1",район Кунцево,"{'coordinates': [37.4334092933775, 55.7407709732125], 'type': 'Point'}"
82614,PVN_hd_UAO_2730_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Тамбовская улица, дом 3/13",район Орехово-Борисово Южное,"{'coordinates': [37.747500076546, 55.6046516812945], 'type': 'Point'}"
102968,PVN_hd_UVAO_4850_3,"город Москва, Окская улица, дом 34",район Кузьминки,"{'coordinates': [37.7702835061739, 55.7154128151165], 'type': 'Point'}"
3504,PVN_hd_SZAO_5283_4,"город Москва, Волоколамский проезд, дом 1",район Покровское-Стрешнево,"{'coordinates': [37.4315458533766, 55.8258473332268], 'type': 'Point'}"
50057,PVN_hd_UAO_1936_1,"город Москва, Каширский проезд, дом 9, корпус 2",район Нагатино-Садовники,"{'coordinates': [37.6260441956052, 55.6592865492923], 'type': 'Point'}"
12043,PVN_hd_SVAO_3194_1,"город Москва, Костромская улица, дом 20",Алтуфьевский район,"{'coordinates': [37.6001038139225, 55.8836821209485], 'type': 'Point'}"
94853,PVN_hd_VAO_1210_1,"город Москва, Измайловский проезд, дом 13",район Измайлово,"{'coordinates': [37.7669368538333, 55.8010486491352], 'type': 'Point'}"
68865,PVN_hd_TAO_208_54,"город Москва, город Троицк, Академическая площадь, дом 1",поселение Троицк,"{'coordinates': [37.3037429407005, 55.485231895416], 'type': 'Point'}"
12122,PVN_hd_SZAO_5322_3,"город Москва, Врачебный проезд, дом 8, корпус 2",район Покровское-Стрешнево,"{'coordinates': [37.4626805981233, 55.8139255502134], 'type': 'Point'}"
52805,PVN_hd_VAO_529_3,"город Москва, Городецкая улица, дом 8, корпус 3",район Новокосино,"{'coordinates': [37.8648858838546, 55.7400336826527], 'type': 'Point'}"
78312,PVN_hd_ZAO_1062_10,"город Москва, улица Академика Анохина, дом 30, корпус 3",район Тропарёво-Никулино,"{'coordinates': [37.4669903317675, 55.6609369208476], 'type': 'Point'}"
5716,PVN_hd_UVAO_4935_5,"город Москва, улица Перерва, дом 28",район Марьино,"{'coordinates': [37.7334661721421, 55.6521614933336], 'type': 'Point'}"
40584,PVN_hd_SZAO_498_1,"город Москва, улица Маршала Бирюзова, дом 24",район Щукино,"{'coordinates': [37.4886727370982, 55.7964012931527], 'type': 'Point'}"
34021,PVN_hd_SZAO_370_2,"город Москва, улица Берзарина, дом 17, корпус 1",район Хорошёво-Мнёвники,"{'coordinates': [37.4781010338258, 55.786962512645], 'type': 'Point'}"
89505,PVN_hd_SAO_2718_2,"город Москва, Беговая улица, дом 11",район Беговой,"{'coordinates': [37.5568185375689, 55.7794210055592], 'type': 'Point'}"
7052,PVN_hd_SVAO_3215_1,"город Москва, Стандартная улица, дом 15, корпус 1",Алтуфьевский район,"{'coordinates': [37.5785734041295, 55.8821190028829], 'type': 'Point'}"
46748,PVN_hd_ZAO_10246_9,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 23",район Проспект Вернадского,"{'coordinates': [37.5111500976283, 55.6737619144732], 'type': 'Point'}"
7880,PVN_hd_UZAO_8424_1,"город Москва, Херсонская улица, дом 17",район Черёмушки,"{'coordinates': [37.5632780333835, 55.6525035021559], 'type': 'Point'}"
27822,PVN_hd_SAO_2_7307_1,"город Москва, Дубнинская улица, дом 30Б",район Восточное Дегунино,"{'coordinates': [37.5613413040434, 55.877466409778], 'type': 'Point'}"
72504,PVN_hd_UAO_2029_4,"город Москва, улица Речников, дом 24, корпус 1",район Нагатинский Затон,"{'coordinates': [37.6900971971702, 55.6818522570211], 'type': 'Point'}"
98403,PVN_hd_ZELAO_8_362_3,"город Москва, город Зеленоград, корпус 533",район Савёлки,"{'coordinates': [37.2548170121464, 55.9923469028204], 'type': 'Point'}"
46243,PVN_hd_ZAO_10350_1,"город Москва, улица Василисы Кожиной, дом 14, корпус 1",район Филёвский Парк,"{'coordinates': [37.4988372378988, 55.7375051950757], 'type': 'Point'}"
57006,PVN_hd_ZAO_581_5,"город Москва, улица Толбухина, дом 9, корпус 1",Можайский район,"{'coordinates': [37.4005563615635, 55.7214565235785], 'type': 'Point'}"
88416,PVN_hd_VAO_736_2,"город Москва, Байкальская улица, дом 33, корпус 1",район Гольяново,"{'coordinates': [37.8094313392779, 55.8182630264355], 'type': 'Point'}"
48417,PVN_hd_UAO_8164_3,"город Москва, Ереванская улица, дом 5, корпус 1",район Царицыно,"{'coordinates': [37.6702482568398, 55.6317657385531], 'type': 'Point'}"
61778,PVN_hd_ZAO_334_2,"город Москва, Партизанская улица, дом 49, корпус 3",район Кунцево,"{'coordinates': [37.4008705738242, 55.7404711594453], 'type': 'Point'}"
33854,PVN_hd_UZAO_790_2,"город Москва, Нагорная улица, дом 35, корпус 3",район Котловка,"{'coordinates': [37.5949705715279, 55.6704970449579], 'type': 'Point'}"
72706,PVN_hd_UZAO_756_2,"город Москва, Нагорная улица, дом 24, корпус 3",район Котловка,"{'coordinates': [37.5999752459885, 55.6780288798815], 'type': 'Point'}"
61668,PVN_hd_SVAO_3959_1,"город Москва, Тайнинская улица, дом 16, корпус 2",Лосиноостровский район,"{'coordinates': [37.6864109819167, 55.8806150802421], 'type': 'Point'}"
54880,PVN_hd_ZELAO_1718_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1551",район Крюково,"{'coordinates': [37.1558489638154, 55.9811458310757], 'type': 'Point'}"
88804,PVN_hd_SAO_3513_2,"город Москва, Коровинское шоссе, дом 36, корпус 1",Дмитровский район,"{'coordinates': [37.5168133957016, 55.8869097770916], 'type': 'Point'}"
38934,PVN_hd_TSAO_5364_6,"город Москва, улица Бутырский Вал, дом 52",Тверской район,"{'coordinates': [37.5881951319029, 55.7869358097963], 'type': 'Point'}"
57005,PVN_hd_SZAO_6523_2,"город Москва, Лодочная улица, дом 23, строение 1",район Южное Тушино,"{'coordinates': [37.4609613510159, 55.8365946507745], 'type': 'Point'}"
14314,PVN_hd_UZAO_7246_10,"город Москва, улица Каховка, дом 13, корпус 3",район Зюзино,"{'coordinates': [37.5834775906436, 55.6501078531092], 'type': 'Point'}"
53555,PVN_hd_UAO_2536_4,"город Москва, Россошанский проезд, дом 2, корпус 1",район Чертаново Южное,"{'coordinates': [37.6076454213602, 55.6019516646488], 'type': 'Point'}"
11670,PVN_hd_UZAO_8198_1,"город Москва, Новочерёмушкинская улица, дом 60, корпус 1",район Черёмушки,"{'coordinates': [37.5603831158395, 55.6661317798462], 'type': 'Point'}"
42009,PVN_hd_ZAO_10103_5,"город Москва, улица Коштоянца, дом 23",район Проспект Вернадского,"{'coordinates': [37.4920735436508, 55.6767086933731], 'type': 'Point'}"
98033,PVN_hd_SZAO_7_242_1,"город Москва, улица Соловьиная Роща, дом 16",район Куркино,"{'coordinates': [37.3991010204575, 55.8964310356317], 'type': 'Point'}"
