,ID,Address,District,geoData
89681,PVN_hd_SAO_2456_2,"город Москва, Большой Коптевский проезд, дом 14, корпус 2",район Аэропорт,"{'coordinates': [37.5382352786841, 55.8109171509568], 'type': 'Point'}"
38635,PVN_hd_UAO_2387_3,"город Москва, Сумской проезд, дом 31, корпус 1",район Чертаново Северное,"{'coordinates': [37.5924153604006, 55.6261596878388], 'type': 'Point'}"
8172,PVN_hd_SVAO_3499_8,"город Москва, улица Корнейчука, дом 42",район Бибирево,"{'coordinates': [37.6307072860755, 55.8972446685464], 'type': 'Point'}"
15465,PVN_hd_UVAO_2_9277_1,"город Москва, улица Головачёва, дом 27",район Люблино,"{'coordinates': [37.8209184046433, 55.6727005213404], 'type': 'Point'}"
98522,PVN_hd_NAO_137110_3,"Российская Федерация, город Москва, внутригородская территория поселение Московский, улица Родниковая, дом 9А, корпус 4",поселение Московский,"{'coordinates': [37.4169538445255, 55.6338037630573], 'type': 'Point'}"
98761,PVN_hd_UVAO_4973_2,"город Москва, улица Шумилова, дом 18",район Кузьминки,"{'coordinates': [37.7758897997909, 55.7072339170201], 'type': 'Point'}"
31149,PVN_hd_UVAO_9543_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, Рождественская улица, дом 23/33",район Некрасовка,"{'coordinates': [37.9207020906875, 55.7057023427124], 'type': 'Point'}"
54727,PVN_hd_SZAO_5802_7,"город Москва, улица Твардовского, дом 23",район Строгино,"{'coordinates': [37.4051483799347, 55.7954137077895], 'type': 'Point'}"
26248,PVN_hd_VAO_2_5727_2,"город Москва, Новогиреевская улица, дом 51, корпус 1",район Новогиреево,"{'coordinates': [37.8016712573087, 55.7483788679487], 'type': 'Point'}"
75372,PVN_hd_UAO_2448_2,"город Москва, Варшавское шоссе, дом 158, корпус 2",район Чертаново Южное,"{'coordinates': [37.5951951384851, 55.583708250475], 'type': 'Point'}"
88041,PVN_hd_SAO_3784_2,"город Москва, 1-й Новомихалковский проезд, дом 12",район Коптево,"{'coordinates': [37.536153038897, 55.8390424548247], 'type': 'Point'}"
102352,PVN_hd_UVAO_5316_2,"город Москва, 6-я Кожуховская улица, дом 23",Южнопортовый район,"{'coordinates': [37.6769376362041, 55.7080748906275], 'type': 'Point'}"
71196,PVN_hd_SAO_2613_3,"город Москва, Дубнинская улица, дом 22, корпус 3",район Восточное Дегунино,"{'coordinates': [37.5646052195556, 55.8718513258748], 'type': 'Point'}"
4101,PVN_hd_SZAO_6250_9,"город Москва, Авиационная улица, дом 68",район Щукино,"{'coordinates': [37.4565808287679, 55.8099999581228], 'type': 'Point'}"
97689,PVN_hd_ZAO_8_286_2,"город Москва, Большая Филёвская улица, дом 16, корпус 1",район Филёвский Парк,"{'coordinates': [37.5029474830034, 55.7506261823258], 'type': 'Point'}"
69693,PVN_hd_SZAO_5189_2,"город Москва, улица Барышиха, дом 40, корпус 1",район Митино,"{'coordinates': [37.3430386366448, 55.8538760335228], 'type': 'Point'}"
78511,PVN_hd_SAO_2982_2,"город Москва, улица Адмирала Макарова, дом 45",Войковский район,"{'coordinates': [37.485670219286, 55.8389577821587], 'type': 'Point'}"
58003,PVN_hd_SVAO_3595_1,"город Москва, Бутырская улица, дом 6",Бутырский район,"{'coordinates': [37.5851987466652, 55.7954420158894], 'type': 'Point'}"
37113,PVN_hd_TSAO_5221_5,"город Москва, Новорогожская улица, дом 5",Таганский район,"{'coordinates': [37.6799382080195, 55.7431687392449], 'type': 'Point'}"
9475,PVN_hd_SVAO_3520_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Лескова, дом 10",район Бибирево,"{'coordinates': [37.599337695282, 55.8976583066112], 'type': 'Point'}"
40654,PVN_hd_UZAO_886_6,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Марии Ульяновой, дом 16",Ломоносовский район,"{'coordinates': [37.5211143000922, 55.6835050184864], 'type': 'Point'}"
56954,PVN_hd_SAO_3150_4,"город Москва, Кронштадтский бульвар, дом 29",Головинский район,"{'coordinates': [37.4974868836202, 55.8445622105537], 'type': 'Point'}"
88062,PVN_hd_VAO_28_3,"город Москва, бульвар Маршала Рокоссовского, дом 12",район Богородское,"{'coordinates': [37.7251452169397, 55.812149631823], 'type': 'Point'}"
62630,PVN_hd_UVAO_5102_1,"город Москва, Шоссейная улица, дом 58, корпус 4",район Печатники,"{'coordinates': [37.7199960774834, 55.6745232352009], 'type': 'Point'}"
8768,PVN_hd_UZAO_7388_8,"город Москва, Профсоюзная улица, дом 98, корпус 5",район Коньково,"{'coordinates': [37.5228729933876, 55.6479494189076], 'type': 'Point'}"
55774,PVN_hd_SVAO_3832_3,"город Москва, 1-я Напрудная улица, дом 3",Лосиноостровский район,"{'coordinates': [37.6879442512898, 55.8769230098843], 'type': 'Point'}"
36431,PVN_hd_UZAO_656_1,"город Москва, улица Шверника, дом 17, корпус 3",Академический район,"{'coordinates': [37.5925193282413, 55.6934208880932], 'type': 'Point'}"
66769,PVN_hd_ZAO_9847_1,"город Москва, Кутузовский проспект, дом 78",район Фили-Давыдково,"{'coordinates': [37.4567492219341, 55.7260518253483], 'type': 'Point'}"
89501,PVN_hd_SAO_3957_1,"город Москва, 3-й Михалковский переулок, дом 8, корпус 2",район Коптево,"{'coordinates': [37.5313482290461, 55.8355458910017], 'type': 'Point'}"
83720,PVN_hd_NAO_277_5,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 23",поселение Сосенское,"{'coordinates': [37.4787618099403, 55.5696737660469], 'type': 'Point'}"
45240,PVN_hd_TSAO_6033_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Смоленский бульвар, дом 7",район Хамовники,"{'coordinates': [37.5841673036604, 55.7405255501233], 'type': 'Point'}"
65517,PVN_hd_ZAO_9045_2,"город Москва, Можайское шоссе, дом 23",Можайский район,"{'coordinates': [37.4265561662914, 55.7199226225947], 'type': 'Point'}"
35458,PVN_hd_SZAO_47_3,"город Москва, 1-й Тушинский проезд, дом 7",район Покровское-Стрешнево,"{'coordinates': [37.4210807367069, 55.8328094308181], 'type': 'Point'}"
65196,PVN_hd_TSAO_3042_2,"город Москва, Панфиловский переулок, дом 1/16, строение 1",район Арбат,"{'coordinates': [37.5781660032769, 55.7504561042711], 'type': 'Point'}"
97258,PVN_hd_UAO_8_539_4,"город Москва, 1-й Нагатинский проезд, дом 11, корпус 2",район Нагатино-Садовники,"{'coordinates': [37.6354072845651, 55.6778159424948], 'type': 'Point'}"
97928,PVN_hd_NAO_128878_4,"город Москва, поселение Внуковское, улица Лётчика Ульянина, дом 7",поселение Внуковское,"{'coordinates': [37.310508360224, 55.6261365284887], 'type': 'Point'}"
49733,PVN_hd_UAO_2092_3,"город Москва, Болотниковская улица, дом 1, корпус 2",Нагорный район,"{'coordinates': [37.6178597958109, 55.6554359150791], 'type': 'Point'}"
75370,PVN_hd_ZAO_8648_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Большая Очаковская улица, дом 42",район Очаково-Матвеевское,"{'coordinates': [37.4461002460425, 55.6765467031672], 'type': 'Point'}"
65189,PVN_hd_TSAO_4914_4,"город Москва, Шелепихинская набережная, дом 18",Пресненский район,"{'coordinates': [37.5188914663667, 55.7561406396279], 'type': 'Point'}"
31799,PVN_hd_SAO_2_8295_3,"город Москва, Фестивальная улица, дом 22, корпус 2",район Ховрино,"{'coordinates': [37.4995692375621, 55.8588423951292], 'type': 'Point'}"
64462,PVN_hd_UZAO_556_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Винокурова, дом 5/6, корпус 3",Академический район,"{'coordinates': [37.5864035190341, 55.6893958058542], 'type': 'Point'}"
